Code,Year,Covered by tax instrument in at least one sector
ETH,1997,No carbon tax
ETH,1998,No carbon tax
ETH,1999,No carbon tax
ETH,2000,No carbon tax
ETH,2001,No carbon tax
ETH,2002,No carbon tax
ETH,2003,No carbon tax
ETH,2004,No carbon tax
ETH,2005,No carbon tax
ETH,2006,No carbon tax
ETH,2007,No carbon tax
ETH,2008,No carbon tax
ETH,2009,No carbon tax
ETH,2010,No carbon tax
ETH,2011,No carbon tax
ETH,2012,No carbon tax
ETH,2013,No carbon tax
ETH,2014,No carbon tax
ETH,2015,No carbon tax
ETH,2016,No carbon tax
ETH,2017,No carbon tax
ETH,2018,No carbon tax
ETH,2019,No carbon tax
ETH,2020,No carbon tax
ETH,2021,No carbon tax
ETH,2022,No carbon tax
FJI,1989,No carbon tax
FJI,1990,No carbon tax
FJI,1991,No carbon tax
FJI,1992,No carbon tax
FJI,1993,No carbon tax
FJI,1994,No carbon tax
FJI,1995,No carbon tax
FJI,1996,No carbon tax
FJI,1997,No carbon tax
FJI,1998,No carbon tax
FJI,1999,No carbon tax
FJI,2000,No carbon tax
FJI,2001,No carbon tax
FJI,2002,No carbon tax
FJI,2003,No carbon tax
FJI,2004,No carbon tax
FJI,2005,No carbon tax
FJI,2006,No carbon tax
FJI,2007,No carbon tax
FJI,2008,No carbon tax
FJI,2009,No carbon tax
FJI,2010,No carbon tax
FJI,2011,No carbon tax
FJI,2012,No carbon tax
FJI,2013,No carbon tax
FJI,2014,No carbon tax
FJI,2015,No carbon tax
FJI,2016,No carbon tax
FJI,2017,No carbon tax
FJI,2018,No carbon tax
FJI,2019,No carbon tax
FJI,2020,No carbon tax
FJI,2021,No carbon tax
FJI,2022,No carbon tax
FIN,1989,No carbon tax
FIN,1990,Has a carbon tax
FIN,1991,Has a carbon tax
FIN,1992,Has a carbon tax
FIN,1993,Has a carbon tax
FIN,1994,Has a carbon tax
FIN,1995,Has a carbon tax
FIN,1996,Has a carbon tax
FIN,1997,Has a carbon tax
FIN,1998,Has a carbon tax
FIN,1999,Has a carbon tax
FIN,2000,Has a carbon tax
FIN,2001,Has a carbon tax
FIN,2002,Has a carbon tax
FIN,2003,Has a carbon tax
FIN,2004,Has a carbon tax
FIN,2005,Has a carbon tax
FIN,2006,Has a carbon tax
FIN,2007,Has a carbon tax
FIN,2008,Has a carbon tax
FIN,2009,Has a carbon tax
FIN,2010,Has a carbon tax
FIN,2011,Has a carbon tax
FIN,2012,Has a carbon tax
FIN,2013,Has a carbon tax
FIN,2014,Has a carbon tax
FIN,2015,Has a carbon tax
FIN,2016,Has a carbon tax
FIN,2017,Has a carbon tax
FIN,2018,Has a carbon tax
FIN,2019,Has a carbon tax
FIN,2020,Has a carbon tax
FIN,2021,Has a carbon tax
FIN,2022,Has a carbon tax
FRA,1989,No carbon tax
FRA,1990,No carbon tax
FRA,1991,No carbon tax
FRA,1992,No carbon tax
FRA,1993,No carbon tax
FRA,1994,No carbon tax
FRA,1995,No carbon tax
FRA,1996,No carbon tax
FRA,1997,No carbon tax
FRA,1998,No carbon tax
FRA,1999,No carbon tax
FRA,2000,No carbon tax
FRA,2001,No carbon tax
FRA,2002,No carbon tax
FRA,2003,No carbon tax
FRA,2004,No carbon tax
FRA,2005,No carbon tax
FRA,2006,No carbon tax
FRA,2007,No carbon tax
FRA,2008,No carbon tax
FRA,2009,No carbon tax
FRA,2010,No carbon tax
FRA,2011,No carbon tax
FRA,2012,No carbon tax
FRA,2013,No carbon tax
FRA,2014,Has a carbon tax
FRA,2015,Has a carbon tax
FRA,2016,Has a carbon tax
FRA,2017,Has a carbon tax
FRA,2018,Has a carbon tax
FRA,2019,Has a carbon tax
FRA,2020,Has a carbon tax
FRA,2021,Has a carbon tax
FRA,2022,Has a carbon tax
GAB,1989,No carbon tax
GAB,1990,No carbon tax
GAB,1991,No carbon tax
GAB,1992,No carbon tax
GAB,1993,No carbon tax
GAB,1994,No carbon tax
GAB,1995,No carbon tax
GAB,1996,No carbon tax
GAB,1997,No carbon tax
GAB,1998,No carbon tax
GAB,1999,No carbon tax
GAB,2000,No carbon tax
GAB,2001,No carbon tax
GAB,2002,No carbon tax
GAB,2003,No carbon tax
GAB,2004,No carbon tax
GAB,2005,No carbon tax
GAB,2006,No carbon tax
GAB,2007,No carbon tax
GAB,2008,No carbon tax
GAB,2009,No carbon tax
GAB,2010,No carbon tax
GAB,2011,No carbon tax
GAB,2012,No carbon tax
GAB,2013,No carbon tax
GAB,2014,No carbon tax
GAB,2015,No carbon tax
GAB,2016,No carbon tax
GAB,2017,No carbon tax
GAB,2018,No carbon tax
GAB,2019,No carbon tax
GAB,2020,No carbon tax
GAB,2021,No carbon tax
GAB,2022,No carbon tax
GMB,1989,No carbon tax
GMB,1990,No carbon tax
GMB,1991,No carbon tax
GMB,1992,No carbon tax
GMB,1993,No carbon tax
GMB,1994,No carbon tax
GMB,1995,No carbon tax
GMB,1996,No carbon tax
GMB,1997,No carbon tax
GMB,1998,No carbon tax
GMB,1999,No carbon tax
GMB,2000,No carbon tax
GMB,2001,No carbon tax
GMB,2002,No carbon tax
GMB,2003,No carbon tax
GMB,2004,No carbon tax
GMB,2005,No carbon tax
GMB,2006,No carbon tax
GMB,2007,No carbon tax
GMB,2008,No carbon tax
GMB,2009,No carbon tax
GMB,2010,No carbon tax
GMB,2011,No carbon tax
GMB,2012,No carbon tax
GMB,2013,No carbon tax
GMB,2014,No carbon tax
GMB,2015,No carbon tax
GMB,2016,No carbon tax
GMB,2017,No carbon tax
GMB,2018,No carbon tax
GMB,2019,No carbon tax
GMB,2020,No carbon tax
GMB,2021,No carbon tax
GMB,2022,No carbon tax
GEO,1989,No carbon tax
GEO,1990,No carbon tax
GEO,1991,No carbon tax
GEO,1992,No carbon tax
GEO,1993,No carbon tax
GEO,1994,No carbon tax
GEO,1995,No carbon tax
GEO,1996,No carbon tax
GEO,1997,No carbon tax
GEO,1998,No carbon tax
GEO,1999,No carbon tax
GEO,2000,No carbon tax
GEO,2001,No carbon tax
GEO,2002,No carbon tax
GEO,2003,No carbon tax
GEO,2004,No carbon tax
GEO,2005,No carbon tax
GEO,2006,No carbon tax
GEO,2007,No carbon tax
GEO,2008,No carbon tax
GEO,2009,No carbon tax
GEO,2010,No carbon tax
GEO,2011,No carbon tax
GEO,2012,No carbon tax
GEO,2013,No carbon tax
GEO,2014,No carbon tax
GEO,2015,No carbon tax
GEO,2016,No carbon tax
GEO,2017,No carbon tax
GEO,2018,No carbon tax
GEO,2019,No carbon tax
GEO,2020,No carbon tax
GEO,2021,No carbon tax
GEO,2022,No carbon tax
DEU,1989,No carbon tax
DEU,1990,No carbon tax
DEU,1991,No carbon tax
DEU,1992,No carbon tax
DEU,1993,No carbon tax
DEU,1994,No carbon tax
DEU,1995,No carbon tax
DEU,1996,No carbon tax
DEU,1997,No carbon tax
DEU,1998,No carbon tax
DEU,1999,No carbon tax
DEU,2000,No carbon tax
DEU,2001,No carbon tax
DEU,2002,No carbon tax
DEU,2003,No carbon tax
DEU,2004,No carbon tax
DEU,2005,No carbon tax
DEU,2006,No carbon tax
DEU,2007,No carbon tax
DEU,2008,No carbon tax
DEU,2009,No carbon tax
DEU,2010,No carbon tax
DEU,2011,No carbon tax
DEU,2012,No carbon tax
DEU,2013,No carbon tax
DEU,2014,No carbon tax
DEU,2015,No carbon tax
DEU,2016,No carbon tax
DEU,2017,No carbon tax
DEU,2018,No carbon tax
DEU,2019,No carbon tax
DEU,2020,No carbon tax
DEU,2021,No carbon tax
DEU,2022,No carbon tax
GHA,1989,No carbon tax
GHA,1990,No carbon tax
GHA,1991,No carbon tax
GHA,1992,No carbon tax
GHA,1993,No carbon tax
GHA,1994,No carbon tax
GHA,1995,No carbon tax
GHA,1996,No carbon tax
GHA,1997,No carbon tax
GHA,1998,No carbon tax
GHA,1999,No carbon tax
GHA,2000,No carbon tax
GHA,2001,No carbon tax
GHA,2002,No carbon tax
GHA,2003,No carbon tax
GHA,2004,No carbon tax
GHA,2005,No carbon tax
GHA,2006,No carbon tax
GHA,2007,No carbon tax
GHA,2008,No carbon tax
GHA,2009,No carbon tax
GHA,2010,No carbon tax
GHA,2011,No carbon tax
GHA,2012,No carbon tax
GHA,2013,No carbon tax
GHA,2014,No carbon tax
GHA,2015,No carbon tax
GHA,2016,No carbon tax
GHA,2017,No carbon tax
GHA,2018,No carbon tax
GHA,2019,No carbon tax
GHA,2020,No carbon tax
GHA,2021,No carbon tax
GHA,2022,No carbon tax
GRC,1989,No carbon tax
GRC,1990,No carbon tax
GRC,1991,No carbon tax
GRC,1992,No carbon tax
GRC,1993,No carbon tax
GRC,1994,No carbon tax
GRC,1995,No carbon tax
GRC,1996,No carbon tax
GRC,1997,No carbon tax
GRC,1998,No carbon tax
GRC,1999,No carbon tax
GRC,2000,No carbon tax
GRC,2001,No carbon tax
GRC,2002,No carbon tax
GRC,2003,No carbon tax
GRC,2004,No carbon tax
GRC,2005,No carbon tax
GRC,2006,No carbon tax
GRC,2007,No carbon tax
GRC,2008,No carbon tax
GRC,2009,No carbon tax
GRC,2010,No carbon tax
GRC,2011,No carbon tax
GRC,2012,No carbon tax
GRC,2013,No carbon tax
GRC,2014,No carbon tax
GRC,2015,No carbon tax
GRC,2016,No carbon tax
GRC,2017,No carbon tax
GRC,2018,No carbon tax
GRC,2019,No carbon tax
GRC,2020,No carbon tax
GRC,2021,No carbon tax
GRC,2022,No carbon tax
GRD,1989,No carbon tax
GRD,1990,No carbon tax
GRD,1991,No carbon tax
GRD,1992,No carbon tax
GRD,1993,No carbon tax
GRD,1994,No carbon tax
GRD,1995,No carbon tax
GRD,1996,No carbon tax
GRD,1997,No carbon tax
GRD,1998,No carbon tax
GRD,1999,No carbon tax
GRD,2000,No carbon tax
GRD,2001,No carbon tax
GRD,2002,No carbon tax
GRD,2003,No carbon tax
GRD,2004,No carbon tax
GRD,2005,No carbon tax
GRD,2006,No carbon tax
GRD,2007,No carbon tax
GRD,2008,No carbon tax
GRD,2009,No carbon tax
GRD,2010,No carbon tax
GRD,2011,No carbon tax
GRD,2012,No carbon tax
GRD,2013,No carbon tax
GRD,2014,No carbon tax
GRD,2015,No carbon tax
GRD,2016,No carbon tax
GRD,2017,No carbon tax
GRD,2018,No carbon tax
GRD,2019,No carbon tax
GRD,2020,No carbon tax
GRD,2021,No carbon tax
GRD,2022,No carbon tax
GTM,1989,No carbon tax
GTM,1990,No carbon tax
GTM,1991,No carbon tax
GTM,1992,No carbon tax
GTM,1993,No carbon tax
GTM,1994,No carbon tax
GTM,1995,No carbon tax
GTM,1996,No carbon tax
GTM,1997,No carbon tax
GTM,1998,No carbon tax
GTM,1999,No carbon tax
GTM,2000,No carbon tax
GTM,2001,No carbon tax
GTM,2002,No carbon tax
GTM,2003,No carbon tax
GTM,2004,No carbon tax
GTM,2005,No carbon tax
GTM,2006,No carbon tax
GTM,2007,No carbon tax
GTM,2008,No carbon tax
GTM,2009,No carbon tax
GTM,2010,No carbon tax
GTM,2011,No carbon tax
GTM,2012,No carbon tax
GTM,2013,No carbon tax
GTM,2014,No carbon tax
GTM,2015,No carbon tax
GTM,2016,No carbon tax
GTM,2017,No carbon tax
GTM,2018,No carbon tax
GTM,2019,No carbon tax
GTM,2020,No carbon tax
GTM,2021,No carbon tax
GTM,2022,No carbon tax
GIN,1989,No carbon tax
GIN,1990,No carbon tax
GIN,1991,No carbon tax
GIN,1992,No carbon tax
GIN,1993,No carbon tax
GIN,1994,No carbon tax
GIN,1995,No carbon tax
GIN,1996,No carbon tax
GIN,1997,No carbon tax
GIN,1998,No carbon tax
GIN,1999,No carbon tax
GIN,2000,No carbon tax
GIN,2001,No carbon tax
GIN,2002,No carbon tax
GIN,2003,No carbon tax
GIN,2004,No carbon tax
GIN,2005,No carbon tax
GIN,2006,No carbon tax
GIN,2007,No carbon tax
GIN,2008,No carbon tax
GIN,2009,No carbon tax
GIN,2010,No carbon tax
GIN,2011,No carbon tax
GIN,2012,No carbon tax
GIN,2013,No carbon tax
GIN,2014,No carbon tax
GIN,2015,No carbon tax
GIN,2016,No carbon tax
GIN,2017,No carbon tax
GIN,2018,No carbon tax
GIN,2019,No carbon tax
GIN,2020,No carbon tax
GIN,2021,No carbon tax
GIN,2022,No carbon tax
GNB,1989,No carbon tax
GNB,1990,No carbon tax
GNB,1991,No carbon tax
GNB,1992,No carbon tax
GNB,1993,No carbon tax
GNB,1994,No carbon tax
GNB,1995,No carbon tax
GNB,1996,No carbon tax
GNB,1997,No carbon tax
GNB,1998,No carbon tax
GNB,1999,No carbon tax
GNB,2000,No carbon tax
GNB,2001,No carbon tax
GNB,2002,No carbon tax
GNB,2003,No carbon tax
GNB,2004,No carbon tax
GNB,2005,No carbon tax
GNB,2006,No carbon tax
GNB,2007,No carbon tax
GNB,2008,No carbon tax
GNB,2009,No carbon tax
GNB,2010,No carbon tax
GNB,2011,No carbon tax
GNB,2012,No carbon tax
GNB,2013,No carbon tax
GNB,2014,No carbon tax
GNB,2015,No carbon tax
GNB,2016,No carbon tax
GNB,2017,No carbon tax
GNB,2018,No carbon tax
GNB,2019,No carbon tax
GNB,2020,No carbon tax
GNB,2021,No carbon tax
GNB,2022,No carbon tax
GUY,1989,No carbon tax
GUY,1990,No carbon tax
GUY,1991,No carbon tax
GUY,1992,No carbon tax
GUY,1993,No carbon tax
GUY,1994,No carbon tax
GUY,1995,No carbon tax
GUY,1996,No carbon tax
GUY,1997,No carbon tax
GUY,1998,No carbon tax
GUY,1999,No carbon tax
GUY,2000,No carbon tax
GUY,2001,No carbon tax
GUY,2002,No carbon tax
GUY,2003,No carbon tax
GUY,2004,No carbon tax
GUY,2005,No carbon tax
GUY,2006,No carbon tax
GUY,2007,No carbon tax
GUY,2008,No carbon tax
GUY,2009,No carbon tax
GUY,2010,No carbon tax
GUY,2011,No carbon tax
GUY,2012,No carbon tax
GUY,2013,No carbon tax
GUY,2014,No carbon tax
GUY,2015,No carbon tax
GUY,2016,No carbon tax
GUY,2017,No carbon tax
GUY,2018,No carbon tax
GUY,2019,No carbon tax
GUY,2020,No carbon tax
GUY,2021,No carbon tax
GUY,2022,No carbon tax
HTI,1989,No carbon tax
HTI,1990,No carbon tax
HTI,1991,No carbon tax
HTI,1992,No carbon tax
HTI,1993,No carbon tax
HTI,1994,No carbon tax
HTI,1995,No carbon tax
HTI,1996,No carbon tax
HTI,1997,No carbon tax
HTI,1998,No carbon tax
HTI,1999,No carbon tax
HTI,2000,No carbon tax
HTI,2001,No carbon tax
HTI,2002,No carbon tax
HTI,2003,No carbon tax
HTI,2004,No carbon tax
HTI,2005,No carbon tax
HTI,2006,No carbon tax
HTI,2007,No carbon tax
HTI,2008,No carbon tax
HTI,2009,No carbon tax
HTI,2010,No carbon tax
HTI,2011,No carbon tax
HTI,2012,No carbon tax
HTI,2013,No carbon tax
HTI,2014,No carbon tax
HTI,2015,No carbon tax
HTI,2016,No carbon tax
HTI,2017,No carbon tax
HTI,2018,No carbon tax
HTI,2019,No carbon tax
HTI,2020,No carbon tax
HTI,2021,No carbon tax
HTI,2022,No carbon tax
HND,1989,No carbon tax
HND,1990,No carbon tax
HND,1991,No carbon tax
HND,1992,No carbon tax
HND,1993,No carbon tax
HND,1994,No carbon tax
HND,1995,No carbon tax
HND,1996,No carbon tax
HND,1997,No carbon tax
HND,1998,No carbon tax
HND,1999,No carbon tax
HND,2000,No carbon tax
HND,2001,No carbon tax
HND,2002,No carbon tax
HND,2003,No carbon tax
HND,2004,No carbon tax
HND,2005,No carbon tax
HND,2006,No carbon tax
HND,2007,No carbon tax
HND,2008,No carbon tax
HND,2009,No carbon tax
HND,2010,No carbon tax
HND,2011,No carbon tax
HND,2012,No carbon tax
HND,2013,No carbon tax
HND,2014,No carbon tax
HND,2015,No carbon tax
HND,2016,No carbon tax
HND,2017,No carbon tax
HND,2018,No carbon tax
HND,2019,No carbon tax
HND,2020,No carbon tax
HND,2021,No carbon tax
HND,2022,No carbon tax
HKG,1989,No carbon tax
HKG,1990,No carbon tax
HKG,1991,No carbon tax
HKG,1992,No carbon tax
HKG,1993,No carbon tax
HKG,1994,No carbon tax
HKG,1995,No carbon tax
HKG,1996,No carbon tax
HKG,1997,No carbon tax
HKG,1998,No carbon tax
HKG,1999,No carbon tax
HKG,2000,No carbon tax
HKG,2001,No carbon tax
HKG,2002,No carbon tax
HKG,2003,No carbon tax
HKG,2004,No carbon tax
HKG,2005,No carbon tax
HKG,2006,No carbon tax
HKG,2007,No carbon tax
HKG,2008,No carbon tax
HKG,2009,No carbon tax
HKG,2010,No carbon tax
HKG,2011,No carbon tax
HKG,2012,No carbon tax
HKG,2013,No carbon tax
HKG,2014,No carbon tax
HKG,2015,No carbon tax
HKG,2016,No carbon tax
HKG,2017,No carbon tax
HKG,2018,No carbon tax
HKG,2019,No carbon tax
HKG,2020,No carbon tax
HKG,2021,No carbon tax
HKG,2022,No carbon tax
HUN,1989,No carbon tax
HUN,1990,No carbon tax
HUN,1991,No carbon tax
HUN,1992,No carbon tax
HUN,1993,No carbon tax
HUN,1994,No carbon tax
HUN,1995,No carbon tax
HUN,1996,No carbon tax
HUN,1997,No carbon tax
HUN,1998,No carbon tax
HUN,1999,No carbon tax
HUN,2000,No carbon tax
HUN,2001,No carbon tax
HUN,2002,No carbon tax
HUN,2003,No carbon tax
HUN,2004,No carbon tax
HUN,2005,No carbon tax
HUN,2006,No carbon tax
HUN,2007,No carbon tax
HUN,2008,No carbon tax
HUN,2009,No carbon tax
HUN,2010,No carbon tax
HUN,2011,No carbon tax
HUN,2012,No carbon tax
HUN,2013,No carbon tax
HUN,2014,No carbon tax
HUN,2015,No carbon tax
HUN,2016,No carbon tax
HUN,2017,No carbon tax
HUN,2018,No carbon tax
HUN,2019,No carbon tax
HUN,2020,No carbon tax
HUN,2021,No carbon tax
HUN,2022,No carbon tax
ISL,1989,No carbon tax
ISL,1990,No carbon tax
ISL,1991,No carbon tax
ISL,1992,No carbon tax
ISL,1993,No carbon tax
ISL,1994,No carbon tax
ISL,1995,No carbon tax
ISL,1996,No carbon tax
ISL,1997,No carbon tax
ISL,1998,No carbon tax
ISL,1999,No carbon tax
ISL,2000,No carbon tax
ISL,2001,No carbon tax
ISL,2002,No carbon tax
ISL,2003,No carbon tax
ISL,2004,No carbon tax
ISL,2005,No carbon tax
ISL,2006,No carbon tax
ISL,2007,No carbon tax
ISL,2008,No carbon tax
ISL,2009,No carbon tax
ISL,2010,Has a carbon tax
ISL,2011,Has a carbon tax
ISL,2012,Has a carbon tax
ISL,2013,Has a carbon tax
ISL,2014,Has a carbon tax
ISL,2015,Has a carbon tax
ISL,2016,Has a carbon tax
ISL,2017,Has a carbon tax
ISL,2018,Has a carbon tax
ISL,2019,Has a carbon tax
ISL,2020,Has a carbon tax
ISL,2021,Has a carbon tax
ISL,2022,Has a carbon tax
IND,1989,No carbon tax
IND,1990,No carbon tax
IND,1991,No carbon tax
IND,1992,No carbon tax
IND,1993,No carbon tax
IND,1994,No carbon tax
IND,1995,No carbon tax
IND,1996,No carbon tax
IND,1997,No carbon tax
IND,1998,No carbon tax
IND,1999,No carbon tax
IND,2000,No carbon tax
IND,2001,No carbon tax
IND,2002,No carbon tax
IND,2003,No carbon tax
IND,2004,No carbon tax
IND,2005,No carbon tax
IND,2006,No carbon tax
IND,2007,No carbon tax
IND,2008,No carbon tax
IND,2009,No carbon tax
IND,2010,No carbon tax
IND,2011,No carbon tax
IND,2012,No carbon tax
IND,2013,No carbon tax
IND,2014,No carbon tax
IND,2015,No carbon tax
IND,2016,No carbon tax
IND,2017,No carbon tax
IND,2018,No carbon tax
IND,2019,No carbon tax
IND,2020,No carbon tax
IND,2021,No carbon tax
IND,2022,No carbon tax
IDN,1989,No carbon tax
IDN,1990,No carbon tax
IDN,1991,No carbon tax
IDN,1992,No carbon tax
IDN,1993,No carbon tax
IDN,1994,No carbon tax
IDN,1995,No carbon tax
IDN,1996,No carbon tax
IDN,1997,No carbon tax
IDN,1998,No carbon tax
IDN,1999,No carbon tax
IDN,2000,No carbon tax
IDN,2001,No carbon tax
IDN,2002,No carbon tax
IDN,2003,No carbon tax
IDN,2004,No carbon tax
IDN,2005,No carbon tax
IDN,2006,No carbon tax
IDN,2007,No carbon tax
IDN,2008,No carbon tax
IDN,2009,No carbon tax
IDN,2010,No carbon tax
IDN,2011,No carbon tax
IDN,2012,No carbon tax
IDN,2013,No carbon tax
IDN,2014,No carbon tax
IDN,2015,No carbon tax
IDN,2016,No carbon tax
IDN,2017,No carbon tax
IDN,2018,No carbon tax
IDN,2019,No carbon tax
IDN,2020,No carbon tax
IDN,2021,No carbon tax
IDN,2022,No carbon tax
IRN,1989,No carbon tax
IRN,1990,No carbon tax
IRN,1991,No carbon tax
IRN,1992,No carbon tax
IRN,1993,No carbon tax
IRN,1994,No carbon tax
IRN,1995,No carbon tax
IRN,1996,No carbon tax
IRN,1997,No carbon tax
IRN,1998,No carbon tax
IRN,1999,No carbon tax
IRN,2000,No carbon tax
IRN,2001,No carbon tax
IRN,2002,No carbon tax
IRN,2003,No carbon tax
IRN,2004,No carbon tax
IRN,2005,No carbon tax
IRN,2006,No carbon tax
IRN,2007,No carbon tax
IRN,2008,No carbon tax
IRN,2009,No carbon tax
IRN,2010,No carbon tax
IRN,2011,No carbon tax
IRN,2012,No carbon tax
IRN,2013,No carbon tax
IRN,2014,No carbon tax
IRN,2015,No carbon tax
IRN,2016,No carbon tax
IRN,2017,No carbon tax
IRN,2018,No carbon tax
IRN,2019,No carbon tax
IRN,2020,No carbon tax
IRN,2021,No carbon tax
IRN,2022,No carbon tax
IRQ,1989,No carbon tax
IRQ,1990,No carbon tax
IRQ,1991,No carbon tax
IRQ,1992,No carbon tax
IRQ,1993,No carbon tax
IRQ,1994,No carbon tax
IRQ,1995,No carbon tax
IRQ,1996,No carbon tax
IRQ,1997,No carbon tax
IRQ,1998,No carbon tax
IRQ,1999,No carbon tax
IRQ,2000,No carbon tax
IRQ,2001,No carbon tax
IRQ,2002,No carbon tax
IRQ,2003,No carbon tax
IRQ,2004,No carbon tax
IRQ,2005,No carbon tax
IRQ,2006,No carbon tax
IRQ,2007,No carbon tax
IRQ,2008,No carbon tax
IRQ,2009,No carbon tax
IRQ,2010,No carbon tax
IRQ,2011,No carbon tax
IRQ,2012,No carbon tax
IRQ,2013,No carbon tax
IRQ,2014,No carbon tax
IRQ,2015,No carbon tax
IRQ,2016,No carbon tax
IRQ,2017,No carbon tax
IRQ,2018,No carbon tax
IRQ,2019,No carbon tax
IRQ,2020,No carbon tax
IRQ,2021,No carbon tax
IRQ,2022,No carbon tax
IRL,1989,No carbon tax
IRL,1990,No carbon tax
IRL,1991,No carbon tax
IRL,1992,No carbon tax
IRL,1993,No carbon tax
IRL,1994,No carbon tax
IRL,1995,No carbon tax
IRL,1996,No carbon tax
IRL,1997,No carbon tax
IRL,1998,No carbon tax
IRL,1999,No carbon tax
IRL,2000,No carbon tax
IRL,2001,No carbon tax
IRL,2002,No carbon tax
IRL,2003,No carbon tax
IRL,2004,No carbon tax
IRL,2005,No carbon tax
IRL,2006,No carbon tax
IRL,2007,No carbon tax
IRL,2008,No carbon tax
IRL,2009,No carbon tax
IRL,2010,Has a carbon tax
IRL,2011,Has a carbon tax
IRL,2012,Has a carbon tax
IRL,2013,Has a carbon tax
IRL,2014,Has a carbon tax
IRL,2015,Has a carbon tax
IRL,2016,Has a carbon tax
IRL,2017,Has a carbon tax
IRL,2018,Has a carbon tax
IRL,2019,Has a carbon tax
IRL,2020,Has a carbon tax
IRL,2021,Has a carbon tax
IRL,2022,Has a carbon tax
ISR,1989,No carbon tax
ISR,1990,No carbon tax
ISR,1991,No carbon tax
ISR,1992,No carbon tax
ISR,1993,No carbon tax
ISR,1994,No carbon tax
ISR,1995,No carbon tax
ISR,1996,No carbon tax
ISR,1997,No carbon tax
ISR,1998,No carbon tax
ISR,1999,No carbon tax
ISR,2000,No carbon tax
ISR,2001,No carbon tax
ISR,2002,No carbon tax
ISR,2003,No carbon tax
ISR,2004,No carbon tax
ISR,2005,No carbon tax
ISR,2006,No carbon tax
ISR,2007,No carbon tax
ISR,2008,No carbon tax
ISR,2009,No carbon tax
ISR,2010,No carbon tax
ISR,2011,No carbon tax
ISR,2012,No carbon tax
ISR,2013,No carbon tax
ISR,2014,No carbon tax
ISR,2015,No carbon tax
ISR,2016,No carbon tax
ISR,2017,No carbon tax
ISR,2018,No carbon tax
ISR,2019,No carbon tax
ISR,2020,No carbon tax
ISR,2021,No carbon tax
ISR,2022,No carbon tax
ITA,1989,No carbon tax
ITA,1990,No carbon tax
ITA,1991,No carbon tax
ITA,1992,No carbon tax
ITA,1993,No carbon tax
ITA,1994,No carbon tax
ITA,1995,No carbon tax
ITA,1996,No carbon tax
ITA,1997,No carbon tax
ITA,1998,No carbon tax
ITA,1999,No carbon tax
ITA,2000,No carbon tax
ITA,2001,No carbon tax
ITA,2002,No carbon tax
ITA,2003,No carbon tax
ITA,2004,No carbon tax
ITA,2005,No carbon tax
ITA,2006,No carbon tax
ITA,2007,No carbon tax
ITA,2008,No carbon tax
ITA,2009,No carbon tax
ITA,2010,No carbon tax
ITA,2011,No carbon tax
ITA,2012,No carbon tax
ITA,2013,No carbon tax
ITA,2014,No carbon tax
ITA,2015,No carbon tax
ITA,2016,No carbon tax
ITA,2017,No carbon tax
ITA,2018,No carbon tax
ITA,2019,No carbon tax
ITA,2020,No carbon tax
ITA,2021,No carbon tax
ITA,2022,No carbon tax
JAM,1989,No carbon tax
JAM,1990,No carbon tax
JAM,1991,No carbon tax
JAM,1992,No carbon tax
JAM,1993,No carbon tax
JAM,1994,No carbon tax
JAM,1995,No carbon tax
JAM,1996,No carbon tax
JAM,1997,No carbon tax
JAM,1998,No carbon tax
JAM,1999,No carbon tax
JAM,2000,No carbon tax
JAM,2001,No carbon tax
JAM,2002,No carbon tax
JAM,2003,No carbon tax
JAM,2004,No carbon tax
JAM,2005,No carbon tax
JAM,2006,No carbon tax
JAM,2007,No carbon tax
JAM,2008,No carbon tax
JAM,2009,No carbon tax
JAM,2010,No carbon tax
JAM,2011,No carbon tax
JAM,2012,No carbon tax
JAM,2013,No carbon tax
JAM,2014,No carbon tax
JAM,2015,No carbon tax
JAM,2016,No carbon tax
JAM,2017,No carbon tax
JAM,2018,No carbon tax
JAM,2019,No carbon tax
JAM,2020,No carbon tax
JAM,2021,No carbon tax
JAM,2022,No carbon tax
JPN,1989,No carbon tax
JPN,1990,No carbon tax
JPN,1991,No carbon tax
JPN,1992,No carbon tax
JPN,1993,No carbon tax
JPN,1994,No carbon tax
JPN,1995,No carbon tax
JPN,1996,No carbon tax
JPN,1997,No carbon tax
JPN,1998,No carbon tax
JPN,1999,No carbon tax
JPN,2000,No carbon tax
JPN,2001,No carbon tax
JPN,2002,No carbon tax
JPN,2003,No carbon tax
JPN,2004,No carbon tax
JPN,2005,No carbon tax
JPN,2006,No carbon tax
JPN,2007,No carbon tax
JPN,2008,No carbon tax
JPN,2009,No carbon tax
JPN,2010,No carbon tax
JPN,2011,No carbon tax
JPN,2012,Has a carbon tax
JPN,2013,Has a carbon tax
JPN,2014,Has a carbon tax
JPN,2015,Has a carbon tax
JPN,2016,Has a carbon tax
JPN,2017,Has a carbon tax
JPN,2018,Has a carbon tax
JPN,2019,Has a carbon tax
JPN,2020,Has a carbon tax
JPN,2021,Has a carbon tax
JPN,2022,Has a carbon tax
JOR,1989,No carbon tax
JOR,1990,No carbon tax
JOR,1991,No carbon tax
JOR,1992,No carbon tax
JOR,1993,No carbon tax
JOR,1994,No carbon tax
JOR,1995,No carbon tax
JOR,1996,No carbon tax
JOR,1997,No carbon tax
JOR,1998,No carbon tax
JOR,1999,No carbon tax
