Code,Year,Covered by emissions trading system in at least one sector
GRC,1994,No ETS
GRC,1995,No ETS
GRC,1996,No ETS
GRC,1997,No ETS
GRC,1998,No ETS
GRC,1999,No ETS
GRC,2000,No ETS
GRC,2001,No ETS
GRC,2002,No ETS
GRC,2003,No ETS
GRC,2004,No ETS
GRC,2005,Has an ETS
GRC,2006,Has an ETS
GRC,2007,Has an ETS
GRC,2008,Has an ETS
GRC,2009,Has an ETS
GRC,2010,Has an ETS
GRC,2011,Has an ETS
GRC,2012,Has an ETS
GRC,2013,Has an ETS
GRC,2014,Has an ETS
GRC,2015,Has an ETS
GRC,2016,Has an ETS
GRC,2017,Has an ETS
GRC,2018,Has an ETS
GRC,2019,Has an ETS
GRC,2020,Has an ETS
GRC,2021,Has an ETS
GRC,2022,Has an ETS
GRD,1989,No ETS
GRD,1990,No ETS
GRD,1991,No ETS
GRD,1992,No ETS
GRD,1993,No ETS
GRD,1994,No ETS
GRD,1995,No ETS
GRD,1996,No ETS
GRD,1997,No ETS
GRD,1998,No ETS
GRD,1999,No ETS
GRD,2000,No ETS
GRD,2001,No ETS
GRD,2002,No ETS
GRD,2003,No ETS
GRD,2004,No ETS
GRD,2005,No ETS
GRD,2006,No ETS
GRD,2007,No ETS
GRD,2008,No ETS
GRD,2009,No ETS
GRD,2010,No ETS
GRD,2011,No ETS
GRD,2012,No ETS
GRD,2013,No ETS
GRD,2014,No ETS
GRD,2015,No ETS
GRD,2016,No ETS
GRD,2017,No ETS
GRD,2018,No ETS
GRD,2019,No ETS
GRD,2020,No ETS
GRD,2021,No ETS
GRD,2022,No ETS
GTM,1989,No ETS
GTM,1990,No ETS
GTM,1991,No ETS
GTM,1992,No ETS
GTM,1993,No ETS
GTM,1994,No ETS
GTM,1995,No ETS
GTM,1996,No ETS
GTM,1997,No ETS
GTM,1998,No ETS
GTM,1999,No ETS
GTM,2000,No ETS
GTM,2001,No ETS
GTM,2002,No ETS
GTM,2003,No ETS
GTM,2004,No ETS
GTM,2005,No ETS
GTM,2006,No ETS
GTM,2007,No ETS
GTM,2008,No ETS
GTM,2009,No ETS
GTM,2010,No ETS
GTM,2011,No ETS
GTM,2012,No ETS
GTM,2013,No ETS
GTM,2014,No ETS
GTM,2015,No ETS
GTM,2016,No ETS
GTM,2017,No ETS
GTM,2018,No ETS
GTM,2019,No ETS
GTM,2020,No ETS
GTM,2021,No ETS
GTM,2022,No ETS
GIN,1989,No ETS
GIN,1990,No ETS
GIN,1991,No ETS
GIN,1992,No ETS
GIN,1993,No ETS
GIN,1994,No ETS
GIN,1995,No ETS
GIN,1996,No ETS
GIN,1997,No ETS
GIN,1998,No ETS
GIN,1999,No ETS
GIN,2000,No ETS
GIN,2001,No ETS
GIN,2002,No ETS
GIN,2003,No ETS
GIN,2004,No ETS
GIN,2005,No ETS
GIN,2006,No ETS
GIN,2007,No ETS
GIN,2008,No ETS
GIN,2009,No ETS
GIN,2010,No ETS
GIN,2011,No ETS
GIN,2012,No ETS
GIN,2013,No ETS
GIN,2014,No ETS
GIN,2015,No ETS
GIN,2016,No ETS
GIN,2017,No ETS
GIN,2018,No ETS
GIN,2019,No ETS
GIN,2020,No ETS
GIN,2021,No ETS
GIN,2022,No ETS
GNB,1989,No ETS
GNB,1990,No ETS
GNB,1991,No ETS
GNB,1992,No ETS
GNB,1993,No ETS
GNB,1994,No ETS
GNB,1995,No ETS
GNB,1996,No ETS
GNB,1997,No ETS
GNB,1998,No ETS
GNB,1999,No ETS
GNB,2000,No ETS
GNB,2001,No ETS
GNB,2002,No ETS
GNB,2003,No ETS
GNB,2004,No ETS
GNB,2005,No ETS
GNB,2006,No ETS
GNB,2007,No ETS
GNB,2008,No ETS
GNB,2009,No ETS
GNB,2010,No ETS
GNB,2011,No ETS
GNB,2012,No ETS
GNB,2013,No ETS
GNB,2014,No ETS
GNB,2015,No ETS
GNB,2016,No ETS
GNB,2017,No ETS
GNB,2018,No ETS
GNB,2019,No ETS
GNB,2020,No ETS
GNB,2021,No ETS
GNB,2022,No ETS
GUY,1989,No ETS
GUY,1990,No ETS
GUY,1991,No ETS
GUY,1992,No ETS
GUY,1993,No ETS
GUY,1994,No ETS
GUY,1995,No ETS
GUY,1996,No ETS
GUY,1997,No ETS
GUY,1998,No ETS
GUY,1999,No ETS
GUY,2000,No ETS
GUY,2001,No ETS
GUY,2002,No ETS
GUY,2003,No ETS
GUY,2004,No ETS
GUY,2005,No ETS
GUY,2006,No ETS
GUY,2007,No ETS
GUY,2008,No ETS
GUY,2009,No ETS
GUY,2010,No ETS
GUY,2011,No ETS
GUY,2012,No ETS
GUY,2013,No ETS
GUY,2014,No ETS
GUY,2015,No ETS
GUY,2016,No ETS
GUY,2017,No ETS
GUY,2018,No ETS
GUY,2019,No ETS
GUY,2020,No ETS
GUY,2021,No ETS
GUY,2022,No ETS
HTI,1989,No ETS
HTI,1990,No ETS
HTI,1991,No ETS
HTI,1992,No ETS
HTI,1993,No ETS
HTI,1994,No ETS
HTI,1995,No ETS
HTI,1996,No ETS
HTI,1997,No ETS
HTI,1998,No ETS
HTI,1999,No ETS
HTI,2000,No ETS
HTI,2001,No ETS
HTI,2002,No ETS
HTI,2003,No ETS
HTI,2004,No ETS
HTI,2005,No ETS
HTI,2006,No ETS
HTI,2007,No ETS
HTI,2008,No ETS
HTI,2009,No ETS
HTI,2010,No ETS
HTI,2011,No ETS
HTI,2012,No ETS
HTI,2013,No ETS
HTI,2014,No ETS
HTI,2015,No ETS
HTI,2016,No ETS
HTI,2017,No ETS
HTI,2018,No ETS
HTI,2019,No ETS
HTI,2020,No ETS
HTI,2021,No ETS
HTI,2022,No ETS
HND,1989,No ETS
HND,1990,No ETS
HND,1991,No ETS
HND,1992,No ETS
HND,1993,No ETS
HND,1994,No ETS
HND,1995,No ETS
HND,1996,No ETS
HND,1997,No ETS
HND,1998,No ETS
HND,1999,No ETS
HND,2000,No ETS
HND,2001,No ETS
HND,2002,No ETS
HND,2003,No ETS
HND,2004,No ETS
HND,2005,No ETS
HND,2006,No ETS
HND,2007,No ETS
HND,2008,No ETS
HND,2009,No ETS
HND,2010,No ETS
HND,2011,No ETS
HND,2012,No ETS
HND,2013,No ETS
HND,2014,No ETS
HND,2015,No ETS
HND,2016,No ETS
HND,2017,No ETS
HND,2018,No ETS
HND,2019,No ETS
HND,2020,No ETS
HND,2021,No ETS
HND,2022,No ETS
HKG,1989,No ETS
HKG,1990,No ETS
HKG,1991,No ETS
HKG,1992,No ETS
HKG,1993,No ETS
HKG,1994,No ETS
HKG,1995,No ETS
HKG,1996,No ETS
HKG,1997,No ETS
HKG,1998,No ETS
HKG,1999,No ETS
HKG,2000,No ETS
HKG,2001,No ETS
HKG,2002,No ETS
HKG,2003,No ETS
HKG,2004,No ETS
HKG,2005,No ETS
HKG,2006,No ETS
HKG,2007,No ETS
HKG,2008,No ETS
HKG,2009,No ETS
HKG,2010,No ETS
HKG,2011,No ETS
HKG,2012,No ETS
HKG,2013,No ETS
HKG,2014,No ETS
HKG,2015,No ETS
HKG,2016,No ETS
HKG,2017,No ETS
HKG,2018,No ETS
HKG,2019,No ETS
HKG,2020,No ETS
HKG,2021,No ETS
HKG,2022,No ETS
HUN,1989,No ETS
HUN,1990,No ETS
HUN,1991,No ETS
HUN,1992,No ETS
HUN,1993,No ETS
HUN,1994,No ETS
HUN,1995,No ETS
HUN,1996,No ETS
HUN,1997,No ETS
HUN,1998,No ETS
HUN,1999,No ETS
HUN,2000,No ETS
HUN,2001,No ETS
HUN,2002,No ETS
HUN,2003,No ETS
HUN,2004,No ETS
HUN,2005,Has an ETS
HUN,2006,Has an ETS
HUN,2007,Has an ETS
HUN,2008,Has an ETS
HUN,2009,Has an ETS
HUN,2010,Has an ETS
HUN,2011,Has an ETS
HUN,2012,Has an ETS
HUN,2013,Has an ETS
HUN,2014,Has an ETS
HUN,2015,Has an ETS
HUN,2016,Has an ETS
HUN,2017,Has an ETS
HUN,2018,Has an ETS
HUN,2019,Has an ETS
HUN,2020,Has an ETS
HUN,2021,Has an ETS
HUN,2022,Has an ETS
ISL,1989,No ETS
ISL,1990,No ETS
ISL,1991,No ETS
ISL,1992,No ETS
ISL,1993,No ETS
ISL,1994,No ETS
ISL,1995,No ETS
ISL,1996,No ETS
ISL,1997,No ETS
ISL,1998,No ETS
ISL,1999,No ETS
ISL,2000,No ETS
ISL,2001,No ETS
ISL,2002,No ETS
ISL,2003,No ETS
ISL,2004,No ETS
ISL,2005,No ETS
ISL,2006,No ETS
ISL,2007,No ETS
ISL,2008,No ETS
ISL,2009,Has an ETS
ISL,2010,Has an ETS
ISL,2011,Has an ETS
ISL,2012,Has an ETS
ISL,2013,Has an ETS
ISL,2014,Has an ETS
ISL,2015,Has an ETS
ISL,2016,Has an ETS
ISL,2017,Has an ETS
ISL,2018,Has an ETS
ISL,2019,Has an ETS
ISL,2020,Has an ETS
ISL,2021,Has an ETS
ISL,2022,Has an ETS
IND,1989,No ETS
IND,1990,No ETS
IND,1991,No ETS
IND,1992,No ETS
IND,1993,No ETS
IND,1994,No ETS
IND,1995,No ETS
IND,1996,No ETS
IND,1997,No ETS
IND,1998,No ETS
IND,1999,No ETS
IND,2000,No ETS
IND,2001,No ETS
IND,2002,No ETS
IND,2003,No ETS
IND,2004,No ETS
IND,2005,No ETS
IND,2006,No ETS
IND,2007,No ETS
IND,2008,No ETS
IND,2009,No ETS
IND,2010,No ETS
IND,2011,No ETS
IND,2012,No ETS
IND,2013,No ETS
IND,2014,No ETS
IND,2015,No ETS
IND,2016,No ETS
IND,2017,No ETS
IND,2018,No ETS
IND,2019,No ETS
IND,2020,No ETS
IND,2021,No ETS
IND,2022,No ETS
IDN,1989,No ETS
IDN,1990,No ETS
IDN,1991,No ETS
IDN,1992,No ETS
IDN,1993,No ETS
IDN,1994,No ETS
IDN,1995,No ETS
IDN,1996,No ETS
IDN,1997,No ETS
IDN,1998,No ETS
IDN,1999,No ETS
IDN,2000,No ETS
IDN,2001,No ETS
IDN,2002,No ETS
IDN,2003,No ETS
IDN,2004,No ETS
IDN,2005,No ETS
IDN,2006,No ETS
IDN,2007,No ETS
IDN,2008,No ETS
IDN,2009,No ETS
IDN,2010,No ETS
IDN,2011,No ETS
IDN,2012,No ETS
IDN,2013,No ETS
IDN,2014,No ETS
IDN,2015,No ETS
IDN,2016,No ETS
IDN,2017,No ETS
IDN,2018,No ETS
IDN,2019,No ETS
IDN,2020,No ETS
IDN,2021,No ETS
IDN,2022,No ETS
IRN,1989,No ETS
IRN,1990,No ETS
IRN,1991,No ETS
IRN,1992,No ETS
IRN,1993,No ETS
IRN,1994,No ETS
IRN,1995,No ETS
IRN,1996,No ETS
IRN,1997,No ETS
IRN,1998,No ETS
IRN,1999,No ETS
IRN,2000,No ETS
IRN,2001,No ETS
IRN,2002,No ETS
IRN,2003,No ETS
IRN,2004,No ETS
IRN,2005,No ETS
IRN,2006,No ETS
IRN,2007,No ETS
IRN,2008,No ETS
IRN,2009,No ETS
IRN,2010,No ETS
IRN,2011,No ETS
IRN,2012,No ETS
IRN,2013,No ETS
IRN,2014,No ETS
IRN,2015,No ETS
IRN,2016,No ETS
IRN,2017,No ETS
IRN,2018,No ETS
IRN,2019,No ETS
IRN,2020,No ETS
IRN,2021,No ETS
IRN,2022,No ETS
IRQ,1989,No ETS
IRQ,1990,No ETS
IRQ,1991,No ETS
IRQ,1992,No ETS
IRQ,1993,No ETS
IRQ,1994,No ETS
IRQ,1995,No ETS
IRQ,1996,No ETS
IRQ,1997,No ETS
IRQ,1998,No ETS
IRQ,1999,No ETS
IRQ,2000,No ETS
IRQ,2001,No ETS
IRQ,2002,No ETS
IRQ,2003,No ETS
IRQ,2004,No ETS
IRQ,2005,No ETS
IRQ,2006,No ETS
IRQ,2007,No ETS
IRQ,2008,No ETS
IRQ,2009,No ETS
IRQ,2010,No ETS
IRQ,2011,No ETS
IRQ,2012,No ETS
IRQ,2013,No ETS
IRQ,2014,No ETS
IRQ,2015,No ETS
IRQ,2016,No ETS
IRQ,2017,No ETS
IRQ,2018,No ETS
IRQ,2019,No ETS
IRQ,2020,No ETS
IRQ,2021,No ETS
IRQ,2022,No ETS
IRL,1989,No ETS
IRL,1990,No ETS
IRL,1991,No ETS
IRL,1992,No ETS
IRL,1993,No ETS
IRL,1994,No ETS
IRL,1995,No ETS
IRL,1996,No ETS
IRL,1997,No ETS
IRL,1998,No ETS
IRL,1999,No ETS
IRL,2000,No ETS
IRL,2001,No ETS
IRL,2002,No ETS
IRL,2003,No ETS
IRL,2004,No ETS
IRL,2005,Has an ETS
IRL,2006,Has an ETS
IRL,2007,Has an ETS
IRL,2008,Has an ETS
IRL,2009,Has an ETS
IRL,2010,Has an ETS
IRL,2011,Has an ETS
IRL,2012,Has an ETS
IRL,2013,Has an ETS
IRL,2014,Has an ETS
IRL,2015,Has an ETS
IRL,2016,Has an ETS
IRL,2017,Has an ETS
IRL,2018,Has an ETS
IRL,2019,Has an ETS
IRL,2020,Has an ETS
IRL,2021,Has an ETS
IRL,2022,Has an ETS
ISR,1989,No ETS
ISR,1990,No ETS
ISR,1991,No ETS
ISR,1992,No ETS
ISR,1993,No ETS
ISR,1994,No ETS
ISR,1995,No ETS
ISR,1996,No ETS
ISR,1997,No ETS
ISR,1998,No ETS
ISR,1999,No ETS
ISR,2000,No ETS
ISR,2001,No ETS
ISR,2002,No ETS
ISR,2003,No ETS
ISR,2004,No ETS
ISR,2005,No ETS
ISR,2006,No ETS
ISR,2007,No ETS
ISR,2008,No ETS
ISR,2009,No ETS
ISR,2010,No ETS
ISR,2011,No ETS
ISR,2012,No ETS
ISR,2013,No ETS
ISR,2014,No ETS
ISR,2015,No ETS
ISR,2016,No ETS
ISR,2017,No ETS
ISR,2018,No ETS
ISR,2019,No ETS
ISR,2020,No ETS
ISR,2021,No ETS
ISR,2022,No ETS
ITA,1989,No ETS
ITA,1990,No ETS
ITA,1991,No ETS
ITA,1992,No ETS
ITA,1993,No ETS
ITA,1994,No ETS
ITA,1995,No ETS
ITA,1996,No ETS
ITA,1997,No ETS
ITA,1998,No ETS
ITA,1999,No ETS
ITA,2000,No ETS
ITA,2001,No ETS
ITA,2002,No ETS
ITA,2003,No ETS
ITA,2004,No ETS
ITA,2005,Has an ETS
ITA,2006,Has an ETS
ITA,2007,Has an ETS
ITA,2008,Has an ETS
ITA,2009,Has an ETS
ITA,2010,Has an ETS
ITA,2011,Has an ETS
ITA,2012,Has an ETS
ITA,2013,Has an ETS
ITA,2014,Has an ETS
ITA,2015,Has an ETS
ITA,2016,Has an ETS
ITA,2017,Has an ETS
ITA,2018,Has an ETS
ITA,2019,Has an ETS
ITA,2020,Has an ETS
ITA,2021,Has an ETS
ITA,2022,Has an ETS
JAM,1989,No ETS
JAM,1990,No ETS
JAM,1991,No ETS
JAM,1992,No ETS
JAM,1993,No ETS
JAM,1994,No ETS
JAM,1995,No ETS
JAM,1996,No ETS
JAM,1997,No ETS
JAM,1998,No ETS
JAM,1999,No ETS
JAM,2000,No ETS
JAM,2001,No ETS
JAM,2002,No ETS
JAM,2003,No ETS
JAM,2004,No ETS
JAM,2005,No ETS
JAM,2006,No ETS
JAM,2007,No ETS
JAM,2008,No ETS
JAM,2009,No ETS
JAM,2010,No ETS
JAM,2011,No ETS
JAM,2012,No ETS
JAM,2013,No ETS
JAM,2014,No ETS
JAM,2015,No ETS
JAM,2016,No ETS
JAM,2017,No ETS
JAM,2018,No ETS
JAM,2019,No ETS
JAM,2020,No ETS
JAM,2021,No ETS
JAM,2022,No ETS
JPN,1989,No ETS
JPN,1990,No ETS
JPN,1991,No ETS
JPN,1992,No ETS
JPN,1993,No ETS
JPN,1994,No ETS
JPN,1995,No ETS
JPN,1996,No ETS
JPN,1997,No ETS
JPN,1998,No ETS
JPN,1999,No ETS
JPN,2000,No ETS
JPN,2001,No ETS
JPN,2002,No ETS
JPN,2003,No ETS
JPN,2004,No ETS
JPN,2005,No ETS
JPN,2006,No ETS
JPN,2007,No ETS
JPN,2008,No ETS
JPN,2009,No ETS
JPN,2010,No ETS
JPN,2011,No ETS
JPN,2012,No ETS
JPN,2013,No ETS
JPN,2014,No ETS
JPN,2015,No ETS
JPN,2016,No ETS
JPN,2017,No ETS
JPN,2018,No ETS
JPN,2019,No ETS
JPN,2020,No ETS
JPN,2021,No ETS
JPN,2022,No ETS
JOR,1989,No ETS
JOR,1990,No ETS
JOR,1991,No ETS
JOR,1992,No ETS
JOR,1993,No ETS
JOR,1994,No ETS
JOR,1995,No ETS
JOR,1996,No ETS
JOR,1997,No ETS
JOR,1998,No ETS
JOR,1999,No ETS
JOR,2000,No ETS
JOR,2001,No ETS
JOR,2002,No ETS
JOR,2003,No ETS
JOR,2004,No ETS
JOR,2005,No ETS
JOR,2006,No ETS
JOR,2007,No ETS
JOR,2008,No ETS
JOR,2009,No ETS
JOR,2010,No ETS
JOR,2011,No ETS
JOR,2012,No ETS
JOR,2013,No ETS
JOR,2014,No ETS
JOR,2015,No ETS
JOR,2016,No ETS
JOR,2017,No ETS
JOR,2018,No ETS
JOR,2019,No ETS
JOR,2020,No ETS
JOR,2021,No ETS
JOR,2022,No ETS
KAZ,1989,No ETS
KAZ,1990,No ETS
KAZ,1991,No ETS
KAZ,1992,No ETS
KAZ,1993,No ETS
KAZ,1994,No ETS
KAZ,1995,No ETS
KAZ,1996,No ETS
KAZ,1997,No ETS
KAZ,1998,No ETS
KAZ,1999,No ETS
KAZ,2000,No ETS
KAZ,2001,No ETS
KAZ,2002,No ETS
KAZ,2003,No ETS
KAZ,2004,No ETS
KAZ,2005,No ETS
KAZ,2006,No ETS
KAZ,2007,No ETS
KAZ,2008,No ETS
KAZ,2009,No ETS
KAZ,2010,No ETS
KAZ,2011,No ETS
KAZ,2012,No ETS
KAZ,2013,Has an ETS
KAZ,2014,Has an ETS
KAZ,2015,Has an ETS
KAZ,2016,No ETS
KAZ,2017,No ETS
KAZ,2018,Has an ETS
KAZ,2019,Has an ETS
KAZ,2020,Has an ETS
KAZ,2021,Has an ETS
KAZ,2022,Has an ETS
KEN,1989,No ETS
KEN,1990,No ETS
KEN,1991,No ETS
KEN,1992,No ETS
KEN,1993,No ETS
KEN,1994,No ETS
KEN,1995,No ETS
KEN,1996,No ETS
KEN,1997,No ETS
KEN,1998,No ETS
KEN,1999,No ETS
KEN,2000,No ETS
KEN,2001,No ETS
KEN,2002,No ETS
KEN,2003,No ETS
KEN,2004,No ETS
KEN,2005,No ETS
KEN,2006,No ETS
KEN,2007,No ETS
KEN,2008,No ETS
KEN,2009,No ETS
KEN,2010,No ETS
KEN,2011,No ETS
KEN,2012,No ETS
KEN,2013,No ETS
KEN,2014,No ETS
KEN,2015,No ETS
KEN,2016,No ETS
KEN,2017,No ETS
KEN,2018,No ETS
KEN,2019,No ETS
KEN,2020,No ETS
KEN,2021,No ETS
KEN,2022,No ETS
KIR,1989,No ETS
KIR,1990,No ETS
KIR,1991,No ETS
KIR,1992,No ETS
KIR,1993,No ETS
KIR,1994,No ETS
KIR,1995,No ETS
KIR,1996,No ETS
KIR,1997,No ETS
KIR,1998,No ETS
KIR,1999,No ETS
KIR,2000,No ETS
KIR,2001,No ETS
KIR,2002,No ETS
KIR,2003,No ETS
KIR,2004,No ETS
KIR,2005,No ETS
KIR,2006,No ETS
KIR,2007,No ETS
KIR,2008,No ETS
KIR,2009,No ETS
KIR,2010,No ETS
KIR,2011,No ETS
KIR,2012,No ETS
KIR,2013,No ETS
KIR,2014,No ETS
KIR,2015,No ETS
KIR,2016,No ETS
KIR,2017,No ETS
KIR,2018,No ETS
KIR,2019,No ETS
KIR,2020,No ETS
KIR,2021,No ETS
KIR,2022,No ETS
OWID_KOS,1989,No ETS
OWID_KOS,1990,No ETS
OWID_KOS,1991,No ETS
OWID_KOS,1992,No ETS
OWID_KOS,1993,No ETS
OWID_KOS,1994,No ETS
OWID_KOS,1995,No ETS
OWID_KOS,1996,No ETS
OWID_KOS,1997,No ETS
OWID_KOS,1998,No ETS
OWID_KOS,1999,No ETS
OWID_KOS,2000,No ETS
OWID_KOS,2001,No ETS
OWID_KOS,2002,No ETS
OWID_KOS,2003,No ETS
OWID_KOS,2004,No ETS
OWID_KOS,2005,No ETS
OWID_KOS,2006,No ETS
OWID_KOS,2007,No ETS
OWID_KOS,2008,No ETS
OWID_KOS,2009,No ETS
OWID_KOS,2010,No ETS
OWID_KOS,2011,No ETS
OWID_KOS,2012,No ETS
OWID_KOS,2013,No ETS
OWID_KOS,2014,No ETS
OWID_KOS,2015,No ETS
OWID_KOS,2016,No ETS
OWID_KOS,2017,No ETS
OWID_KOS,2018,No ETS
OWID_KOS,2019,No ETS
OWID_KOS,2020,No ETS
OWID_KOS,2021,No ETS
OWID_KOS,2022,No ETS
KWT,1989,No ETS
KWT,1990,No ETS
KWT,1991,No ETS
KWT,1992,No ETS
KWT,1993,No ETS
KWT,1994,No ETS
KWT,1995,No ETS
KWT,1996,No ETS
KWT,1997,No ETS
KWT,1998,No ETS
KWT,1999,No ETS
KWT,2000,No ETS
KWT,2001,No ETS
KWT,2002,No ETS
KWT,2003,No ETS
KWT,2004,No ETS
KWT,2005,No ETS
KWT,2006,No ETS
KWT,2007,No ETS
KWT,2008,No ETS
KWT,2009,No ETS
KWT,2010,No ETS
KWT,2011,No ETS
KWT,2012,No ETS
KWT,2013,No ETS
KWT,2014,No ETS
KWT,2015,No ETS
KWT,2016,No ETS
KWT,2017,No ETS
KWT,2018,No ETS
KWT,2019,No ETS
KWT,2020,No ETS
KWT,2021,No ETS
KWT,2022,No ETS
KGZ,1989,No ETS
KGZ,1990,No ETS
KGZ,1991,No ETS
KGZ,1992,No ETS
KGZ,1993,No ETS
KGZ,1994,No ETS
KGZ,1995,No ETS
KGZ,1996,No ETS
KGZ,1997,No ETS
KGZ,1998,No ETS
KGZ,1999,No ETS
KGZ,2000,No ETS
KGZ,2001,No ETS
KGZ,2002,No ETS
KGZ,2003,No ETS
KGZ,2004,No ETS
KGZ,2005,No ETS
KGZ,2006,No ETS
KGZ,2007,No ETS
KGZ,2008,No ETS
KGZ,2009,No ETS
KGZ,2010,No ETS
KGZ,2011,No ETS
KGZ,2012,No ETS
KGZ,2013,No ETS
KGZ,2014,No ETS
KGZ,2015,No ETS
KGZ,2016,No ETS
KGZ,2017,No ETS
KGZ,2018,No ETS
KGZ,2019,No ETS
KGZ,2020,No ETS
KGZ,2021,No ETS
KGZ,2022,No ETS
LAO,1989,No ETS
LAO,1990,No ETS
LAO,1991,No ETS
LAO,1992,No ETS
LAO,1993,No ETS
LAO,1994,No ETS
LAO,1995,No ETS
LAO,1996,No ETS
LAO,1997,No ETS
LAO,1998,No ETS
LAO,1999,No ETS
LAO,2000,No ETS
LAO,2001,No ETS
LAO,2002,No ETS
LAO,2003,No ETS
LAO,2004,No ETS
LAO,2005,No ETS
LAO,2006,No ETS
LAO,2007,No ETS
LAO,2008,No ETS
LAO,2009,No ETS
LAO,2010,No ETS
LAO,2011,No ETS
LAO,2012,No ETS
LAO,2013,No ETS
LAO,2014,No ETS
LAO,2015,No ETS
LAO,2016,No ETS
LAO,2017,No ETS
LAO,2018,No ETS
LAO,2019,No ETS
LAO,2020,No ETS
LAO,2021,No ETS
LAO,2022,No ETS
LVA,1989,No ETS
LVA,1990,No ETS
LVA,1991,No ETS
LVA,1992,No ETS
LVA,1993,No ETS
LVA,1994,No ETS
LVA,1995,No ETS
LVA,1996,No ETS
LVA,1997,No ETS
LVA,1998,No ETS
LVA,1999,No ETS
LVA,2000,No ETS
LVA,2001,No ETS
LVA,2002,No ETS
LVA,2003,No ETS
LVA,2004,No ETS
LVA,2005,Has an ETS
LVA,2006,Has an ETS
LVA,2007,Has an ETS
LVA,2008,Has an ETS
LVA,2009,Has an ETS
LVA,2010,Has an ETS
LVA,2011,Has an ETS
LVA,2012,Has an ETS
LVA,2013,Has an ETS
LVA,2014,Has an ETS
LVA,2015,Has an ETS
LVA,2016,Has an ETS
LVA,2017,Has an ETS
LVA,2018,Has an ETS
LVA,2019,Has an ETS
LVA,2020,Has an ETS
LVA,2021,Has an ETS
LVA,2022,Has an ETS
LBN,1989,No ETS
LBN,1990,No ETS
LBN,1991,No ETS
LBN,1992,No ETS
LBN,1993,No ETS
LBN,1994,No ETS
LBN,1995,No ETS
LBN,1996,No ETS
LBN,1997,No ETS
LBN,1998,No ETS
LBN,1999,No ETS
LBN,2000,No ETS
LBN,2001,No ETS
LBN,2002,No ETS
LBN,2003,No ETS
LBN,2004,No ETS
LBN,2005,No ETS
LBN,2006,No ETS
LBN,2007,No ETS
LBN,2008,No ETS
LBN,2009,No ETS
LBN,2010,No ETS
LBN,2011,No ETS
LBN,2012,No ETS
LBN,2013,No ETS
LBN,2014,No ETS
LBN,2015,No ETS
LBN,2016,No ETS
LBN,2017,No ETS
LBN,2018,No ETS
LBN,2019,No ETS
LBN,2020,No ETS
LBN,2021,No ETS
LBN,2022,No ETS
LSO,1989,No ETS
LSO,1990,No ETS
LSO,1991,No ETS
LSO,1992,No ETS
LSO,1993,No ETS
LSO,1994,No ETS
LSO,1995,No ETS
LSO,1996,No ETS
LSO,1997,No ETS
LSO,1998,No ETS
LSO,1999,No ETS
LSO,2000,No ETS
LSO,2001,No ETS
LSO,2002,No ETS
LSO,2003,No ETS
LSO,2004,No ETS
LSO,2005,No ETS
LSO,2006,No ETS
LSO,2007,No ETS
LSO,2008,No ETS
LSO,2009,No ETS
LSO,2010,No ETS
LSO,2011,No ETS
LSO,2012,No ETS
LSO,2013,No ETS
LSO,2014,No ETS
LSO,2015,No ETS
LSO,2016,No ETS
LSO,2017,No ETS
LSO,2018,No ETS
LSO,2019,No ETS
LSO,2020,No ETS
LSO,2021,No ETS
LSO,2022,No ETS
LBR,1989,No ETS
LBR,1990,No ETS
LBR,1991,No ETS
LBR,1992,No ETS
LBR,1993,No ETS
LBR,1994,No ETS
LBR,1995,No ETS
LBR,1996,No ETS
LBR,1997,No ETS
LBR,1998,No ETS
LBR,1999,No ETS
LBR,2000,No ETS
LBR,2001,No ETS
LBR,2002,No ETS
LBR,2003,No ETS
LBR,2004,No ETS
LBR,2005,No ETS
LBR,2006,No ETS
LBR,2007,No ETS
LBR,2008,No ETS
LBR,2009,No ETS
LBR,2010,No ETS
LBR,2011,No ETS
LBR,2012,No ETS
LBR,2013,No ETS
LBR,2014,No ETS
LBR,2015,No ETS
LBR,2016,No ETS
LBR,2017,No ETS
LBR,2018,No ETS
LBR,2019,No ETS
LBR,2020,No ETS
LBR,2021,No ETS
LBR,2022,No ETS
LBY,1989,No ETS
LBY,1990,No ETS
LBY,1991,No ETS
LBY,1992,No ETS
LBY,1993,No ETS
LBY,1994,No ETS
LBY,1995,No ETS
LBY,1996,No ETS
LBY,1997,No ETS
LBY,1998,No ETS
LBY,1999,No ETS
LBY,2000,No ETS
LBY,2001,No ETS
LBY,2002,No ETS
LBY,2003,No ETS
LBY,2004,No ETS
LBY,2005,No ETS
LBY,2006,No ETS
LBY,2007,No ETS
LBY,2008,No ETS
LBY,2009,No ETS
LBY,2010,No ETS
LBY,2011,No ETS
LBY,2012,No ETS
LBY,2013,No ETS
LBY,2014,No ETS
LBY,2015,No ETS
LBY,2016,No ETS
LBY,2017,No ETS
LBY,2018,No ETS
LBY,2019,No ETS
LBY,2020,No ETS
LBY,2021,No ETS
LBY,2022,No ETS
LIE,1989,No ETS
LIE,1990,No ETS
LIE,1991,No ETS
LIE,1992,No ETS
LIE,1993,No ETS
LIE,1994,No ETS
LIE,1995,No ETS
LIE,1996,No ETS
LIE,1997,No ETS
LIE,1998,No ETS
LIE,1999,No ETS
LIE,2000,No ETS
LIE,2001,No ETS
LIE,2002,No ETS
